flow,pressure,tds,vibration
72.48357076505616,100216.92585158991,317.88936801741414,0.011710049890779277
69.30867849414408,100415.87093544693,328.0392263184117,0.014398189598030305
73.23844269050346,100431.45709669465,354.1525621587638,0.02747293605123262
77.61514928204012,100339.54454615568,352.69010260174514,0.02610370265433465
68.82923312638331,100467.7428576668,231.11653160214544,0.019790984060358518
68.8293152152541,100580.81017136291,253.10874800424386,0.02117327383308782
77.89606407753696,100877.23718024211,325.75176336043296,0.03277664895788425
73.83717364576455,100534.91556256637,325.68929754561043,0.0140842861116417
67.65262807032524,100551.51007814455,325.7523843153024,0.02547097381170038
72.71280021792982,100485.11081684676,492.63657453273606,0.01797807347566106
67.68291153593769,100116.24575694019,328.54452553465836,0.017823187967727798
67.67135123214871,100494.69722491015,356.77828200902997,0.0309877685198719
71.20981135783018,100512.0460419882,347.7000881746601,0.0282541634898803
60.43359877671101,100992.64842249706,332.5695625652899,0.028135096360006384
61.375410837434835,100461.52780704378,284.2365377679827,0.033054788071543294
67.18856235379513,100560.30946846672,337.9484610246634,0.02021003841632759
64.93584439832789,100493.05764605895,261.3587392731214,0.02681952971294964
71.57123666297637,100266.26439247609,288.15906966299957,0.01689733243406544
65.45987962239394,100728.564562903,275.7318226085448,0.023241663524884423
62.93848149332354,100650.38660653736,304.09370696931614,0.018698569456323155
77.32824384460777,100658.2063894086,415.73292833367543,0.02096995964992718
68.87111849756732,100318.12250904106,206.6367403704126,0.025951570254369137
70.33764102343962,100780.55886218722,334.31300951872566,0.011817793167665276
62.87625906893272,100219.62978744155,219.36420644051742,0.04092387275685461
67.27808637737408,100617.37141876006,276.4034067105283,0.00993982618500298
70.55461294854933,100938.091125162,354.4475298483683,0.007858113872122678
64.24503211288848,100301.89273497387,303.21400095477316,0.03158110873500068
71.87849009172837,100386.74045407945,246.1127611035347,0.02791662693962936
66.99680655040598,100519.93027301753,264.23481453700157,0.026241198170521552
68.54153125103362,100399.30486917676,333.9798874467338,0.0262834550926428
66.99146693885301,100189.86731378677,263.48166841414314,0.019877532271530853
79.26139092254469,100513.71259496121,310.8229294790987,0.011027456285141684
69.93251387631032,100287.53925725479,302.2785919951907,0.020758045581937265
64.71144535522049,100594.71848612704,267.4199826197091,0.013228382884878882
74.11272456051594,100316.11515315324,407.19720446626627,0.029751197334177512
63.89578175014489,100809.98688100351,331.6959511159006,0.018529426184978614
71.04431797502377,100343.34934153275,198.74287066711963,0.011745028032074886
60.201649380601125,100435.58769675887,309.3227157384714,0.016786141583470065
63.359069755507846,100662.70344347393,266.9106767615806,0.02412931454275624
70.98430617934562,100253.82713671321,342.6216667398112,0.014362754471960254
73.69233289997705,100545.49198692082,260.37396307836497,0.011777796044335686
70.85684140594985,100761.42855085648,294.26317792665503,0.022436872114919123
69.4217585880588,100178.50335308776,325.24936394902284,0.022449665711087228
68.49448152205356,100536.92677170646,343.2877597085061,0.014930568246288703
62.60739004816286,100551.97655884968,239.9851796472112,0.015289616943816774
66.40077895802645,100656.36457435547,283.2749382079526,0.022320499373576365
67.69680614520107,100252.60985782438,276.2527344419522,0.005519156585026759
75.28561113109458,100235.90867738315,267.3335383713144,0.005925362256234449
71.71809144784231,100604.38831312337,388.27271201405483,0.01281555778747564
61.18479922318633,100559.39693464663,320.2490855480478,0.01786552848288153
71.62041984697397,100550.09857006918,236.95580228324775,0.023109075655980048
68.07458859791842,100569.28964189939,345.8930973527388,0.03475356216949552
66.6153899984702,100363.9950556843,406.10780985063167,0.028576596232020194
73.05838144420434,100546.4507394322,351.62326302755736,0.01840061470036573
75.15499761247976,100558.61449465973,224.03150170229932,0.01980983792097311
74.65640059558099,100357.12971639473,275.78829635668745,0.009974706353621911
65.80391238388681,100873.15490222895,363.34555745933113,0.019814868640076103
68.45393812074393,100594.76658418236,264.61652671906097,0.017113413610798617
71.65631715701782,100261.73930055946,322.1909714073114,0.023227185603380895
74.8777256356118,100631.31072172677,338.73170267146685,0.01172769056447677
67.60412881077355,100305.06366595454,253.65347642109586,0.025193465142411723
69.07170511668092,100657.4169207485,297.02373219691,0.035327389130025776
64.46832512996986,100731.71911580148,137.93663299654636,0.018912398515431424
64.01896687959665,100335.86353632966,248.7806179332855,0.024017117220989415
74.06262911197099,100692.67522584887,287.371592430342,0.026901439917111126
76.78120014285412,100582.5561853873,237.6108409017575,0.015987795281141637
69.63994939209833,100664.4120319989,381.62056519658177,0.02224092481810417
75.01766448946012,100879.35859653079,228.49293110196837,0.020125924007817948
71.80818012523817,100450.92237679943,277.9977756651508,0.020976760985488316
66.77440122697438,100349.2527671285,306.53702886430455,0.012269902161445335
71.80697802754207,100322.0971140749,372.06366445330576,0.02024510174258943
77.69018283232984,100336.83794300692,228.20689244102803,0.0249799829124545
69.82086980445024,100484.57965811717,358.158187607748,0.034511436077950416
77.82321827907003,100568.23039496334,300.51165305097936,0.02959270826085207
56.901274479551276,100555.338159866,250.92456744760244,0.04153182457511556
74.10951252187611,100665.4366498072,323.10517371316354,0.012326524371119505
70.43523534119086,100502.60037837559,309.9529847786735,0.02872320636720678
68.50496324767066,100790.70681543146,269.98915614206027,0.021833420057383517
70.45880388267751,100447.0686333524,303.490104249501,0.04189802933217672
60.06215542699554,101044.03383331792,280.73432015691196,0.011917017146448486
68.90164056081244,100625.133469553,305.6758672625624,0.01160278157819224
71.78556285755873,100328.56848871674,333.10653372605236,0.014006073545559779
77.38947022370758,100285.82150038777,379.3008408072676,-0.0012389572430980683
67.40864890863176,100596.49448304863,238.10922505865756,0.01474244978319239
65.95753198553406,100455.30744293483,406.65166873281333,0.01240867338446302
67.49121478207732,100642.80009881842,202.3956100238749,0.021503937864762075
74.57701058851038,100594.6475249147,292.41074524822085,0.023417559757771593
71.64375554829843,100485.43421746863,329.41586032422885,0.03876170839215887
67.3511989811648,100330.64125638631,314.0495933867516,0.029504238381860504
72.56633716556678,100197.03055506283,268.8650240089703,0.01423096344337597
70.4853877467402,100410.6970095866,289.5938874821362,0.01101585328651642
74.84322495266444,100671.2797588647,275.34995326705837,0.024919191715065056
66.48973453061323,100542.81874882604,270.53176215278944,0.006797667929793579
68.36168926701116,100250.8522442576,342.48010485105124,0.038314587658543536
68.0394592343392,100534.63618517024,317.85077429825236,0.03179440120721287
62.68242525933941,100577.06347594576,265.3545202369673,0.015308243478952953
71.48060138532288,100323.22851275977,344.9799937716625,0.002868654709091225
71.30527636089944,100530.74502118911,315.36497604383044,0.03353872374165413
70.02556728321231,100511.6417436892,340.643105941948,0.018854601547473822
68.82706433312427,100271.40594043388,331.4814420961806,0.03237816311973462
134.05572341205632,91030.373962441,838.4065448939307,0.49647251329163894
144.00624977046226,90877.6704212216,796.7305251905907,0.30352635519717286
150.05243699718184,89875.51792576046,593.2557899960124,0.23002744920074142
150.4698059376474,90485.78547547718,791.0879960487212,0.3213979910734222
145.49934528520757,90322.68797479257,669.5530499495146,0.288767195030917
156.22849932347498,90684.31577876618,866.9672548830039,0.2779030400466777
139.32379570617405,89517.53826970994,836.6598246096848,0.3614166700043425
148.57620514978706,90343.02572999922,706.0120213672644,0.37575077100473053
151.20295631711897,90529.21224342479,748.6133082663307,0.24694988523894723
155.14438834058748,89120.63025678844,694.0786478111048,0.242418175935532
157.1161487808889,89408.37074366711,793.7320902726829,0.27249483028483557
138.7535790816213,88980.38391111995,895.5142320501238,0.06980788352644149
134.65885829264377,89865.29658277772,701.4273953664456,0.14848089378014476
162.7767682189851,90358.77112789798,850.4046515517845,0.4366874267444525
153.3231401197959,90751.17852604801,746.9742381627559,0.46449677135012835
142.51513463443447,90037.04739020989,720.7127167737656,0.27509639604436215
165.51151975522524,90814.30777278564,789.2969640045442,0.35765569630557664
151.15674634292859,89309.94927089255,696.4757677580626,0.3311250154543536
161.79297184063827,89148.30878032242,744.6350694652818,0.6078880808455238
